Mass,Coupling,Number of Events
0.01,1e-08,3.380282977499716e-08
0.01,1.2589254117941661e-08,8.49063361871193e-08
0.01,1.584893192461111e-08,2.1326498968322205e-07
0.01,1.9952623149688747e-08,5.356572945497482e-07
0.01,2.5118864315095718e-08,1.3453505322853897e-06
0.01,3.1622776601683666e-08,3.3787319912915628e-06
0.01,3.981071705534953e-08,8.48446163531911e-06
0.01,5.011872336272694e-08,2.130194427163046e-05
0.01,6.309573444801891e-08,5.3468078820001494e-05
0.01,7.943282347242757e-08,0.00013414694951621183
0.01,9.999999999999919e-08,0.00033633221695029676
0.01,1.2589254117941558e-07,0.0008423370122438763
0.01,1.584893192461098e-07,0.00210603331404449
0.01,1.9952623149688583e-07,0.005251612460506609
0.01,2.5118864315095516e-07,0.013041808523108591
0.01,3.1622776601683405e-07,0.0321856229175843
0.01,3.9810717055349205e-07,0.07868905936245534
0.01,5.011872336272653e-07,0.18977981973999056
0.01,6.30957344480184e-07,0.44908609862951626
0.01,7.943282347242692e-07,1.0362636996963661
0.01,9.999999999999836e-07,2.317094544994767
0.01,1.2589254117941456e-06,4.992287197436891
0.01,1.5848931924610849e-06,10.317788927345028
0.01,1.995262314968842e-06,20.390020671664434
0.01,2.5118864315095306e-06,38.439826759633746
0.01,3.162277660168315e-06,68.95544229520222
0.01,3.981071705534888e-06,117.18927615814947
0.01,5.011872336272612e-06,187.17290643505714
0.01,6.309573444801788e-06,277.46242931941185
0.01,7.943282347242627e-06,375.9316292793064
0.01,9.999999999999755e-06,457.67433851690373
0.01,1.2589254117941353e-05,494.2599770207209
0.01,1.584893192461072e-05,481.2516472857983
0.01,1.9952623149688258e-05,453.0312291346936
0.01,2.5118864315095104e-05,443.4591832469152
0.01,3.162277660168289e-05,455.5292632442881
0.01,3.981071705534855e-05,486.44939600790667
0.01,5.011872336272571e-05,539.1073547618055
0.01,6.309573444801737e-05,615.4761860920349
0.01,7.943282347242562e-05,710.6738486868016
0.01,9.999999999999673e-05,808.7525688839396
0.01,0.0001258925411794125,882.9797379381342
0.01,0.00015848931924610592,904.8329646890796
0.01,0.00019952623149688094,856.8196030612635
0.01,0.00025118864315094896,734.5390885515903
0.01,0.0003162277660168263,541.9158178196357
0.01,0.0003981071705534823,312.90369644387556
0.01,0.000501187233627253,124.2017442500259
0.01,0.0006309573444801685,28.00368603372722
0.01,0.0007943282347242497,2.539329041202696
0.015,1e-08,2.2172564213518834e-08
0.015,1.2589254117941661e-08,5.569276549336814e-08
0.015,1.584893192461111e-08,1.3988515374465531e-07
0.015,1.9952623149688747e-08,3.513407986020114e-07
0.015,2.5118864315095718e-08,8.823895993072396e-07
0.015,3.1622776601683666e-08,2.215910992532914e-06
0.015,3.981071705534953e-08,5.563922890879738e-06
0.015,5.011872336272694e-08,1.3967218400268714e-05
0.015,6.309573444801891e-08,3.5049397889660316e-05
0.015,7.943282347242757e-08,8.790248176582709e-05
0.015,9.999999999999919e-08,0.00022025561827773634
0.015,1.2589254117941558e-07,0.0005511010940985691
0.015,1.584893192461098e-07,0.0013758159841765572
0.015,1.9952623149688583e-07,0.0034226961158974932
0.015,2.5118864315095516e-07,0.008468867429557698
0.015,3.1622776601683405e-07,0.020782583880690382
0.015,3.9810717055349205e-07,0.050376734795156634
0.015,5.011872336272653e-07,0.11996128952025444
0.015,6.30957344480184e-07,0.2787388902217683
0.015,7.943282347242692e-07,0.6273499855151802
0.015,9.999999999999836e-07,1.3585527572374603
0.015,1.2589254117941456e-06,2.81709789482287
0.015,1.5848931924610849e-06,5.5792875651914295
