theta_e,theta_mu
5.474804306677555,0.23605016419769784
1.5611563188772062,0.09292561736547741
8.47593778018281,0.44776085422088163
6.256773411108916,1.826720296294744
2.4509878400976484,0.02585089502683929
3.5458278159586034,0.9817504462968024
22.763214488824538,0.2524546129855341
1.1306181870151932,0.3683847108112414
15.680909215747475,0.7996473423516128
1.0081809710288359,0.12164862368585527
3.2030353073949014,0.059033687912453454
1.9952470971920409,0.345406755972462
0.394098224262294,0.026700465132968518
2.391143024321547,0.10168313400826093
5.289362727323626,0.5202617785544069
17.82838840237658,0.1506052151185579
3.9767955138539923,0.8706111576762335
4.71775843020435,0.4262619337779695
5.351546040071271,0.175799021492183
2.5860840550268382,0.06578133939189088
11.889334581421872,2.280097122952416
2.4627866488819232,0.08401780271778998
9.901265585409032,0.15861686480137863
29.727835844240172,0.18811793025551587
6.414637886824072,0.0537226313630091
2.2935571512180197,0.18832326364922636
22.95377177824392,2.779181437747764
6.9247007785261605,0.13390831658543476
0.6939894323122384,0.5661030272283797
12.041032405685886,0.6317272317521195
8.397555793528204,0.3823566048816321
4.472207166049914,1.721769836272644
16.460593930024174,0.1181738240308297
4.000303019454117,2.4957941569477944
27.47144981413829,1.7409756523217246
3.661748717773775,0.08186469993486152
3.0306146872791038,0.3458103467581552
1.1004253970131366,1.0398871531466338
2.59947332660096,0.6826797956174543
1.2041827583189963,0.4260428012184617
2.124925866073687,0.32041080960332763
4.781778506664092,0.16697641725369702
5.231115483706788,0.3480483804225235
3.200545030470516,0.21956255047351367
0.6033111604894077,0.011560727661471142
21.462162306018026,0.24246241189876008
6.988972353895851,0.08835079679412264
3.2500714065890097,0.30838952967737654
11.162956383806925,0.1534090431733658
4.256382098087986,0.4283431712652021
1.0142725528738654,0.11112557825359538
2.3245021546147533,0.15456010793272146
24.296079072014706,0.23611472604587683
4.204725193109519,0.6107116187845001
1.5498902928934464,0.8730232328059728
6.63921287487903,3.2311351286528325
0.5352422005009674,0.9893316741314924
9.828449971322891,0.23868244358213916
3.6322597504392835,1.6466993203791125
1.1993772263605424,0.3743569399993943
0.41377057917674465,0.24310551403132086
4.432010635666008,0.21355582608545723
21.46777671583384,0.34790788371427206
18.14315280920343,0.16962971946281735
3.4155051877284093,0.07822246307189738
16.168825885144525,0.9324950494388291
0.6833606484720164,0.22750784696559512
19.48795235470875,0.08348455585648579
3.624297711977448,0.45285906819169813
3.409388405397126,0.17249137474827844
2.0311883526935945,3.9064758318208437
3.3236054081383015,0.4200284100198955
10.280495536221876,3.878797081380907
5.931892145040015,0.7591501491335484
0.5487308676882748,0.13321913219081719
1.9761176940380132,0.13110983290398281
1.9023797011673396,0.10584881663423261
0.6186361599993047,0.36039197831995506
7.585928135516387,1.056364876446409
1.5959412308531622,0.3085599047569977
4.450318494418191,0.25739036977797874
8.893686564912452,0.13421294987750668
3.771814680901091,0.19800990080297876
1.7099278991693336,0.2615023389455326
16.210453003424952,0.13585275894263954
28.219123369569758,2.652867426712116
0.5408790593034917,0.9580021141381724
13.120609638654503,0.12776386656858424
16.010131873042713,0.13359421235064564
3.339677593455289,0.5632543146691327
1.3561097683550332,0.13723763505911077
1.2350174109123306,0.07847981710138409
4.173093239905957,0.255235581001485
10.860838012680285,1.0520609008047426
2.37331225421142,0.4864231117453793
1.6646544282517253,0.9103754941866995
14.744222686247392,0.5473224983503493
2.1302256751105,0.5647371058427226
7.871242387648688,3.2541855895360365
